,source_article,updated_label
1315,"""Don't listen to Mr. Fingers when he says walk in the hallways. How can you trust someone who wears bow ties?""",ad hominem
1316,"God did not create the world six thousand years ago because matter has always existed, and therefore the world has always existed.",circular reasoning
1317,I guess I should buy my 12-year-old daughter an iPhone.  Everyone at her new school has one and I want her to fit in with the other kids.,ad populum
1318,Compares minor problems with much more serious crimes,fallacy of red herring
1319,I am only slightly obese.  That is perfectly normal here in America.,intentional
1320,"A semicolon `;` consists of a comma `,` and a point `•`.",fallacy of red herring
1321,"If you're going to add that much salt to the soup, you might as well pour the whole box in!",faulty generalization
1322,"I believe that when we die, we will spend eternity reading books and learning more about writing composition. I am so comforted by this belief!",appeal to emotion
1323,The Geo Metro is a superior car because it averages 43 miles per gallon.,intentional
1324,The speaker/author chooses a deliberately (on purpose) bad or oversimplified example in order to ridicule (make fun of) or refute (prove wrong) an idea,fallacy of extension
1325,"In a democracy, everyone should be able to vote.",circular reasoning
1326,"After Sally presents an eloquent and compelling case for a more equitable taxation system, Sam asks the audience whether we should believe anything from a woman who isn't married, was once arrested, and smells a bit weird.",ad hominem
1327,"Power lines cause cancer.  I met a little boy with cancer who lived just 20 miles from a power line who looked into my eyes and said, in his weak voice, “Please do whatever you can so that other kids won’t have to go through what I am going through.”",appeal to emotion
1328,"Person 1: I think pollution from humans contributes to climate change.

Person 2: So, you think humans are directly responsible for extreme weather, like hurricanes, and have caused the droughts in the southwestern U.S.? If that’s the case, maybe we just need to go to the southwest and perform a “rain dance.”",fallacy of extension
1329,"Many useful vim plugins cause bloat and increase startup time, like ghcmod.",fallacy of red herring
1330,Appealing to popularity or the fact that many people do something as an attempted form of validation,ad populum
1331,Six million read a paper—must be excellent,ad populum
1332,Look at that face! Could anyone trust that to run the country?,ad hominem
1333,"Quinoa is a delicious, plant-based source of protein because it tastes so darn good.",circular reasoning
1334,"Senator Jill: ""We'll have to cut education funding this year.""
Senator Bill: ""Why?""
Senator Jill: ""Well, either we cut the social programs or we live with a huge deficit and we can't live with the deficit.""",false dilemma
1335,"""If you don't buy the warranty for your chromebook, you could find yourself without one for the rest of the schoolyear and having to pay thousands of dollars in expensive repairs"" IS an example of this fallacy.",appeal to emotion
1336,"TOPIC: Should people let their cats go outside?
DEBATE: ""People should let their cats go outside. Going outside gives cats more exercise.""
""But if you let cats go outside, then they'll hunt all the birds in the neighborhood. If you let them hunt all the birds, then robins will go extinct.""",faulty generalization
1337,Caroline says that she is going to have lunch with the new girl. Jenna says that she can't believe that Caroline is ditching her old friends for the new girl.,fallacy of extension
1338,"""Blondes are less intelligent than people with other hair colors.""",faulty generalization
1339,"because massive income inequality is the almost unavoidable consequence of the minute laws and rules that make up the capitalist system, which are written by the wealthy.",fallacy of red herring
1340,"In an example used by Sigmund Freud in The Interpretation of Dreams, a man accused by his neighbor of having returned a kettle in a damaged condition offered three arguments:
That he had returned the kettle undamaged;
That it was already damaged when he borrowed it;
That he had never borrowed it in the first place.
",fallacy of logic
