index,text,label
1060,"Ladies and gentlemen of the jury, look at the bloody clothes, the murder weapon. Imagine the helpless screams of the victim. Such a crime deserves no verdict except guilty, guilty!",fallacy of red herring
1061,pypi is working better than rubygems,ad populum
1062,Order is necessary to justice because justice can only be achieved by a program of social and legal order.,circular reasoning
1063,You can't believe Bob's idea. He's a socialist.,ad hominem
1064,"Sarah wakes up one morning to find that she has just slept through her anatomy test. She emails her teacher and asks if she can make up the test. Sarah states that she deserves to take it over because she didn't sleep well because her boyfriend just broke up with her, her dog is sick and she stained her favorite dress. What fallacy is this?",appeal to emotion
1065,"""Either you are for us, or you're against us!""",false dilemma
1066,"One writer does not define what socialism is. It is accepted by all economists that the above examples are socialism, and that almost all nations (including the US) are partly socialist.",fallacy of credibility
1067,"Red had come up six times in a row on the roulette wheel, so Greg knew that it was close to certain that black would be next up. Suffering an economic form of natural selection with this thinking, he soon lost all of his savings.",ad populum
1068,What’s the point of living?  We’re all going to die anyway.,intentional
1069,The military being a stronger force does not mean we do not have the right to fight back against them if they are oppressors.,false causality
1070,"Board Member: ""If this company is going to maximize its profits in the coming year, we need to fully exploit all of our available resources.""
 Human Resources Director: ""Not so fast. Our employees are one of our most valued resources, and we have a strict policy against exploiting our workers.""",equivocation
1071,"The new iPhone comes out this weekend! If you don't get it, you're not cool!",ad populum
1072,I can't understand why people are complaining that it's difficult to find a job in this job market. My daughter and I got jobs without any trouble.,faulty generalization
1073,"""An economic system is a system of production, resource allocation, and distribution of goods and services in a society or a given geographic area""
 Without consumption of goods/services, there is NO economic system.",false causality
1074,It allowed the US forces to advance their troops onto Afghanistan and united the whole of America behind the cause. This benefitted the US both financially and politically.,false causality
1075,"I would argue that he is still better then Hilary Clinton. Hilary Clinton has contradicted her self so much, and is still contraindicating her self. We currently have the lesser of two poisons.",fallacy of red herring
1076,"PC gamers introduce the most stigma into this industry. Gamers who don't want to involve themselves with Nazi association, social ineptness, misogyny or the entirety of World of Warcraft shouldn't game on PC. Instead they should play cool people games such as Street Fighter and Wii Sports.",prejudicial language
1077,"I guess I should buy my 12 year old daughter an iPhone. Everyone at her school has one, and I want her to fit in with the other kids.",ad populum
1078,"Three kids in one class failed the Jane Eyre quiz, I guess,all the other classes will all fail it, too.",faulty generalization
1079,"Girl:"" I'm worried that my friend is mad at me.""
 Friend: ""I wonder what you call a male lady bug?""",fallacy of logic
1080,"Matthieu was the only player on the team who didn't grow a playoff beard, and thus he ended up getting injured.",false causality
1081,"""I stay away from those gatherings because I don't want to be brainwashed.""",circular reasoning
1082,"Don't be out-dated and un-fashionable! Buy the new, modern double-lined heavy duty jeans - the old ripped jeans of the past are out!",intentional
