text,label,splitted
"Major in English in college, start reading poetry, and next thing you know, you will become an unemployed pot-smoking loser.",faulty generalization,"Major in English in college, start reading poetry, and next thing you know,[SEP]you will become an unemployed pot-smoking loser."
Naima is scratched by a cat while visiting her friend. Two days later she comes down with a fever. Naima concludes that the cat's scratch must be the cause of her illness.,false causality,Naima is scratched by a cat while visiting her friend.[SEP]Two days later she comes down with a fever.[SEP]Naima concludes that the cat's scratch must be the cause of her illness.
We have a responsibility to care for this poor lost dog.,appeal to emotion,We have a responsibility to care for this poor lost dog.
"A mother is telling her daughter that she went over her data for the month, and the daughter begins telling her mother about getting an A on a math test.",fallacy of relevance,"A mother is telling her daughter that she went over her data for the month, and[SEP]the daughter begins telling her mother about getting an A on a math test."
Why must you always take positions that are so unscientific?,circular reasoning,Why must you always take positions that are so unscientific?
Appeals to an authority that has little to nothing to do with the argument,fallacy of credibility,Appeals to an authority that has little to nothing to do with the argument
I met a rude person from France yesterday. I guess all French people are rude.,faulty generalization,I met a rude person from France yesterday.[SEP]I guess all French people are rude.
"Mr. Governor issues a proclamation for the people of his state to pray for rain.  Several months later, it rains.  Praise the gods!",false causality,"Mr. Governor issues a proclamation for the people of his state to pray for rain.[SEP]Several months later, it rains.[SEP]Praise the gods!"
Misrepresents the context from which a quotation is taken; putting words or ideas in people’s mouth/head; creating a “dummy” or fake or falsified argument or situation so you can attack it.,fallacy of extension,Misrepresents the context from which a quotation is taken;[SEP]putting words or ideas in people’s mouth/head;[SEP]creating a “dummy” or fake or falsified argument or situation so you can attack it.
"Cari says that we need a major overhaul in education. Cari gets a speeding ticket every other week, so maybe she should learn how to drive instead of worrying about schools.",ad hominem,"Cari says that we need a major overhaul in education.[SEP]Cari gets a speeding ticket every other week, so maybe she should learn how to drive instead of worrying about schools."
Democrats are gay and Republicans are rich.,faulty generalization,Democrats are gay and Republicans are rich.
"Every time I was my car, it rains. Me washing my car has a definite effect on the weather.",false causality,"Every time I was my car, it rains.[SEP]Me washing my car has a definite effect on the weather."
It has a picture which might make people feel sad.,appeal to emotion,It has a picture which might make people feel sad.
The speaker/author chooses a deliberately (on purpose) bad or oversimplified example in order to ridicule (make fun of) or refute (prove wrong) an idea,fallacy of extension,The speaker/author chooses a deliberately (on purpose) bad or oversimplified example in order to ridicule (make fun of) or refute (prove wrong) an idea
EP is poppin'! Everyone worth knowing is here tonight - come on down!,ad populum,EP is poppin'![SEP]Everyone worth knowing is here tonight - come on down!
Pay taxes or go to jail,false dilemma,Pay taxes or go to jail
