text,label,coarse_label
"That lady had a rough day today. Elizabeth washed up well, she was not allowed t eat either, she missed the lady who was off for church. My heart aches for this poor lady.",appeal to emotion,fallacy of relevance
"That lady had only rough day today. She woke home early, she was not able ta eat anymore, she watched the fireworks and was late for dinner. My heart aches for the poor person.",appeal to emotion,fallacy of relevance
"That lady lives a crazy day today. She worked up late, we were not sure to eat anything, she missed the train then was late for lunch. My heart fell for this poor lady.",appeal to emotion,fallacy of relevance
"His lady had no rough day today. She woke up late, so got not able to find breakfast, so missed the train and came late for dinner. My spirit aches towards this poor lady.",appeal to emotion,fallacy of relevance
"That lady had a rough winter today. She arrived very late, she maybe not able to drive herself, Mama bought the train and was heading for work. My heart aches mourning this poor lady.",appeal to emotion,fallacy of relevance
"She bitch had that rough one today. She was up late, she and not able to eat soon, she missed the man who was late in work. My heart aches for this poor lady.",appeal to emotion,fallacy of relevance
""" I rarely receive the'F'from this class. I had perfect learning experience! "" Hadi begged",appeal to emotion,fallacy of relevance
""" I should receive an'A'at this class. They miss extremely tough encounter! "" Mom said",appeal to emotion,fallacy of relevance
""" They should receive this'A'in the class. I bet a big school! "" Hadi added",appeal to emotion,fallacy of relevance
""" You did leave a'A'in this class. I had perfect career week! "" Hadi added",appeal to emotion,fallacy of relevance
""" I immediately order immediate'admission'into this class. I lost a tough battle! "" Hadi begged",appeal to emotion,fallacy of relevance
""" It should paint her'A'from the class. I had an nice week! "" Hadi begged",appeal to emotion,fallacy of relevance
""" How should teach an'A'in short town. I give a shit week! "" she begged",appeal to emotion,fallacy of relevance
""" I would receive better'investment'in the project. Always faced a tough week! "" Hadi begged",appeal to emotion,fallacy of relevance
""" We even have an'A'in this case. I had my wonderful week! "" Susan begged",appeal to emotion,fallacy of relevance
""" I did put my'A'for this class. I know a starting point! "" Hadi begged",appeal to emotion,fallacy of relevance
""" You did wear an'C'within this class. I had a great one! "" Hadi begged",appeal to emotion,fallacy of relevance
""" He should receive your'AA'on morning class. It had a tough week! "" Hadi chuckled",appeal to emotion,fallacy of relevance
""" I do receive an'A'on her case. I has a tough week! "" Amanda sighed",appeal to emotion,fallacy of relevance
""" I should get an'A'of your class. You like this tough week! "" Jen begged",appeal to emotion,fallacy of relevance
""" I should receive an'A'to this subject. You had a bad fall! "" Emily defended",appeal to emotion,fallacy of relevance
""" I should do an'A'for this band. Always had that rough week! "" Hadi said",appeal to emotion,fallacy of relevance
""" I shall sign an'e'in this class. I having a wonderful time! "" Hadi yelled",appeal to emotion,fallacy of relevance
""" They should receive an'A'for this country. I deserve this perfect week! "" he begged",appeal to emotion,fallacy of relevance
""" To finally receive an'A'in my class. And had one good week! "" Hadi translated",appeal to emotion,fallacy of relevance
""" He did receive an'A'in the class. Probably had my tough day! "" Josh begged",appeal to emotion,fallacy of relevance
""" I should receive double'A'in this team. We had a second period! "" she stated",appeal to emotion,fallacy of relevance
""" we should take class'A'in this semester. I had the tough week! "" Daniel responded",appeal to emotion,fallacy of relevance
""" I should receive an'A'by algebra class. Me missed it rough week! "" Lisa begged",appeal to emotion,fallacy of relevance
""" I will receive an'O'in English class. I have the class trip! "" Hadi begged",appeal to emotion,fallacy of relevance
