source_article,updated_label,masked_articles
"Sukaina to her mom: Either you buy me this new book, or you decide that reading is not important at all.",false dilemma,"MSK<0> to MSK<0> mom : Either MSK<1> buy MSK<0> this new book , or MSK<1> decide that reading is not important at all . "
"If we legalize pot, the next thing you know people will want to legalize meth and heroin.",faulty generalization,"If we MSK<0> pot , the next thing you know people will want to MSK<0> meth and heroin . "
"""Our planet is going to be destroyed! People are creating too much waste, the temperature will continue to rise, natural disasters will occur more frequently, the animals will starve to death, and the planet will basically turn into Venus!""",faulty generalization,""" MSK<0> is going to be destroyed ! People are creating too much waste , the temperature will continue to rise , natural disasters will occur more frequently , the animals will starve to death , and MSK<0> will basically turn into Venus ! "" "
"""The two courses I took at UWI were not very interesting. I don't think its a good university.""",faulty generalization,""" The two courses MSK<0> took at UWI were not very interesting . MSK<0> do n't think its a good university . "" "
"You support capital punishment just because you want an “eye for an eye,” but I have several good reasons to believe that capital punishment is fundamentally wrong.",fallacy of extension,"MSK<0> support MSK<1> just because MSK<0> want an MSK<3> MSK<2> for an MSK<2> , MSK<3> but I have several good reasons to believe that MSK<1> is fundamentally wrong . "
"""The logic teacher was hired to fill the new computer animation class. He is a great admirer of Pixar's work and will do a great job.""",fallacy of credibility,""" MSK<0> was hired to fill the new computer animation class . MSK<0> is a MSK<1> admirer of Pixar 's MSK<2> and will do a MSK<1> MSK<2> . "" "
"""I think that the use of marijuana as a medical treatment shouldn't even be considered. If we make drugs legal in a few cases, then we might eventually have to completely legalize them - which is even crazier than Proposition 215. If we want to help people out by letting them do illegal things, then let's just get rid of all our laws.""",faulty generalization,""" I think that the use of MSK<4> as a medical treatment should n't even be considered . If MSK<0> make MSK<4> MSK<3> in a few cases , then MSK<0> might eventually have to completely legalize MSK<1> - which is even crazier than Proposition 215 . If MSK<0> want to help people out by MSK<2> MSK<1> do MSK<3> things , then MSK<2> MSK<0> just get rid of all MSK<0> laws . "" "
"Claiming that ""If you elect him, the Dow Jones will tumble and you will lose all of your money!"" is an example of:",appeal to emotion,"Claiming that "" If MSK<0> elect him , the Dow Jones will tumble and MSK<0> will lose all of MSK<0> money ! "" is an example of : "
"""There is ... a radical element, a homosexual agenda that wants to redefine what marriage is. They want to say that a marriage not only is one man and one woman but it is two men or it is two women. What logical reason is there to keep us from stopping expansion of that definition to include three people or an adult and a child, or any other odd combination that we want to have?  ... and it does not even have to be limited to human beings by the way. I mean it could be anything. ... There is no reason why we cannot just completely erase whatever boundaries that currently exist on the definition of marriage and say it is a free-for-all, anything goes.""",faulty generalization,""" There is MSK<0> a radical element , a homosexual agenda that MSK<1> to redefine what marriage is . They MSK<1> to say that MSK<2> not only is one MSK<3> and one MSK<4> but MSK<2> is two MSK<3> or MSK<2> is two MSK<4> . What logical MSK<5> is there to keep us from stopping expansion of that definition to include three people or an adult and a child , or any other odd combination that MSK<6> MSK<1> to have ? MSK<0> and MSK<2> does not even have to be limited to human beings by the way . I mean MSK<2> could be anything . MSK<0> There is no MSK<5> why MSK<6> can not just completely erase whatever boundaries that currently exist on MSK<7> and say MSK<7> is a free - for - all , anything goes . "" "
Joe is firm in his principles. The reader admires Joe for not changing his ideas and opinions according to what is popular or advantageous.,appeal to emotion,MSK<0> is firm in MSK<0> principles . MSK<0> admires MSK<0> for not changing MSK<0> ideas and opinions according to what is popular or advantageous . 
Vote for me because the other candidate is a cheat and a liar!,ad hominem,Vote for me because the other candidate is a cheat and a liar ! 
"""I knew him in high school and he almost flunked out. He can't be a good choice for mayor.""",ad hominem,""" I knew MSK<0> in high school and MSK<0> almost flunked out . MSK<0> ca n't be a good choice for mayor . "" "
"Charlie: Fast food is filled with salt, fat and added sugars. We need better regulation of the industry.
Bob: That may be, but you're such a hypocrite! I saw you devour a Triple-Baconator, super-sized fries and 64 ounces of soda yesterday.",ad hominem,"Charlie : Fast food is filled with salt , fat and added sugars . We need better regulation of the industry . MSK<0> : That may be , but MSK<0> 're such a hypocrite ! MSK<0> saw MSK<0> devour a Triple - Baconator , super-sized fries and 64 ounces of soda yesterday . "
"If I eat fast food for dinner, then I have a stomach ache in the evening. I had a stomach ache this evening. Therefore I ate fast food for dinner.",fallacy of logic,"If MSK<0> MSK<3> for MSK<4> , then MSK<0> have a MSK<6> in MSK<7> . MSK<0> had a MSK<6> MSK<7> . Therefore MSK<0> MSK<3> for MSK<4> . "
Democrats are gay and Republicans are rich.,faulty generalization,MSK<0> are gay and MSK<0> are rich . 
"What I object to most about those people who oppose capital punishment is that they believe that the lives of convicted murderers are more important than the lives of the police and prison guards who protect us. But, obviously, since the lives of those who protect us are of the greatest value, no one should oppose capital punishment.",fallacy of extension,"What I object to most about those people who MSK<2> is that they believe that the MSK<3> of MSK<6> murderers are more important than the MSK<3> of the police and MSK<6> guards who MSK<5> . But , obviously , since the MSK<3> of those who MSK<5> are of the greatest value , no one should MSK<2> . "
"Ashley: It is morally wrong to cheat on your spouse; why on earth would you have done that?
Hannah: But what is morality exactly?
Ashley: It’s a code of conduct shared by cultures.
Hannah: But who creates this code?...
Hannah has committed what fallacy?",fallacy of relevance,MSK<0> : It is morally wrong to cheat on MSK<1> spouse ; why on earth would MSK<1> have done that ? MSK<2> : But what is MSK<3> exactly ? MSK<0> : MSK<3> ’s a MSK<4> of conduct shared by cultures . MSK<2> : But who creates this MSK<4> ? ... MSK<2> has committed what fallacy ? 
I bought new shoes then my head started itching. I must be allergic to the shoes.,false causality,MSK<0> bought new MSK<1> then MSK<0> head started itching . MSK<0> must be allergic to the MSK<1> . 
An attempt to gain a customer’s trust in an advertisement is referred to as,fallacy of credibility,An attempt to gain a customer ’s trust in an advertisement is referred to as 
"The police said they suspect several people of setting the fire. Therefore, I can't be under suspicion because I was alone all night.",equivocation,"MSK<0> said MSK<0> MSK<2> several people of setting the fire . Therefore , MSK<1> ca n't be under MSK<2> because MSK<1> was alone all night . "
I saw that dog eat chicken so all dogs must only eat chicken.,faulty generalization,I saw that MSK<0> MSK<2> so all MSK<0> must only MSK<2> . 
"Every time I go to sleep, the sun goes down. Therefore, my going to sleep causes the sun to set.",false causality,"Every time MSK<0> go to MSK<1> , MSK<2> goes down . Therefore , MSK<0> going to MSK<1> causes MSK<2> to set . "
"Bill: ""I think that some people have psychic powers."" 
Jill: ""What is your proof?"" 
Bill: ""No one has been able to prove that people do not have psychic powers.""",intentional,"MSK<0> : "" MSK<0> think that some MSK<1> have MSK<3> . "" MSK<4> : "" What is MSK<4> MSK<5> ? "" MSK<0> : "" No one has been able to MSK<5> that MSK<1> do not have MSK<3> . "" "
"Alley ate a slice of pizza for dinner and a few hours later she had a fever. Therefore, pizza causes fevers.",false causality,"MSK<0> ate a slice of MSK<1> for dinner and a few hours later MSK<0> had a MSK<2> . Therefore , MSK<1> causes MSK<2> . "
"""You're clearly just too young to understand what’s happening.” The statement is an example of…",ad hominem,""" You 're clearly just too young to understand what ’s happening . ” The statement is an example of … "
The Bible is the Word of God because God tells us it is... in the Bible.,circular reasoning,MSK<0> is the Word of MSK<1> because MSK<1> tells us MSK<0> is ... in MSK<0> . 
"""A solar flare erupted from the sun three days ago, and my laptop died this morning. Solar flares are very dangerous for computers.""",false causality,""" A MSK<0> MSK<1> erupted from the MSK<0> three days ago , and my MSK<2> died this morning . MSK<0> MSK<1> are very dangerous for MSK<2> . "" "
"There is a lot of commotion regarding saving the environment. We simply cannot make this world into the Garden of Eden. Pursuing perfection is impossible and pointless. And besides, even Adam and Eve got bored in Eden!",fallacy of relevance,"There is a lot of commotion regarding saving the environment . We simply can not make this world into the Garden of MSK<0> . Pursuing perfection is impossible and pointless . And besides , even Adam and Eve got bored in MSK<0> ! "
"The uncommunicative strangers seemed unwilling to speak to us, hiding behind the language barrier.",appeal to emotion,"The uncommunicative strangers seemed unwilling to speak to us , hiding behind the language barrier . "
"The lady in the pink dress is Julia Roberts.
The reporter thinks Julia Roberts drives a Prius.
Therefore, the reporter thinks the lady in the pink dress drives a Prius.",fallacy of logic,"MSK<0> is MSK<1> . MSK<3> MSK<1> MSK<5> . Therefore , MSK<3> MSK<0> in coref3 MSK<5> . "
