text,label,label_updated
"No, it's not, but it's definitely a baseline for most of these systems. If the winning candidate would not have gotten the plurality of votes, then the system sucks.",ad populum,fallacy of relevance
"Either we accept the findings of this study demonstrating that this new intervention is the best to be used for this disorder, or we must no longer call ourselves scientists, psychologists, or reasonable people.",false dilemma,fallacies of defective induction
"""All sports car drivers are too aggressive!"" is an example of:",faulty generalization,fallacies of defective induction
I failed Pre-Cal because my teacher doesn't like me.,false causality,fallacies of defective induction
"""Schools should provide nutritious lunches to students.""
 ""So schools should take money away from technology and necessary supplies in the classroom?""",fallacy of extension,fallacy of relevance
"Like many issues in the world, what seems to be the biggest ISSUE among the Climate Change DEBATE?",fallacy of extension,fallacy of relevance
"A local politician plans to expand the municipality's cycle network and to add several new speed cameras in densely populated areas. Their opponent says, ""They want us all to give up driving forever. They're punishing the honest car owners and commuters that help pay these politicians' salaries.""",fallacy of extension,fallacy of relevance
"My cousin Bob works as a mechanic at Oil Changers and he says that renewable energy sources, such as solar and wind power, aren't going to provide any help in fixing our nation's energy crisis.",fallacy of credibility,fallacies of defective induction
"""All eighteen-year-olds have the right to vote because it's legal for them to vote.""",circular reasoning,fallacies of presumption
You can not override builtin data structures.,circular reasoning,fallacies of presumption
"""President Jones raised taxes, and then the rate of violent crime went up. Therefore, I think Jones is responsible for the rise in crime.""",false causality,fallacies of defective induction
"But is the number more than 0?
 Would you support accidentally killing one innocent to save 1000s of innocents from being killed in a far more brutal way?",ad hominem,fallacy of relevance
"""We can't allow students to be paid for their grade because next thing you know they'll expect to be paid just for waking up in the morning.""",faulty generalization,fallacies of defective induction
Andanar is unfit for the position because he seems unqualified for it.,circular reasoning,fallacies of presumption
"Person 1: I think pollution is the cause of climate change.
 
 Person 2: So you think humans cause hurricanes and tornadoes and tsunamis?",fallacy of extension,fallacy of relevance
"""Our planet is going to be destroyed! People are creating too much waste, the temperature will continue to rise, natural disasters will occur more frequently, the animals will starve to death, and the planet will basically turn into Venus!""",faulty generalization,fallacies of defective induction
the halting problem would still exist,fallacy of red herring,fallacy of relevance
"The economy continues to grow as the number of likes on my Instagram account continue to increase. Clearly, the two are linked.",false causality,fallacies of defective induction
"Last year, the city of Brookfield allocated more money to public parks. This year, however, littering increased, so the increase in park funding must have been responsible.",false causality,fallacies of defective induction
